Student_ID,Age,Gender,Branch,Year_of_Study,Commute_Mode,Commute_Time_mins,Attendance_Percentage,Study_Hours_per_Day,Social_Media_Hours_per_Day,Sleep_Hours_per_Night,Part_Time_Job,Extracurricular_Activities,Peer_Learning,Mentorship_Available,Financial_Status,Previous_Semester_SGPA,Stress_Level,Number_of_KTs,Has_KT,Cleared_in_First_Attempt
MU06257,21,Female,Information Technology,Final Year,Local Train,103,35,5.0,5.1,7.2,Yes,No,No,No,Wealthy,4.21,High,4,Yes,No
MU06258,19,Female,Electronics & Telecom (EXTC),First Year,Local Train,101,93,0.8,7.6,7.6,No,No,No,No,Middle Class,4.69,High,3,Yes,No
MU06259,20,Female,Artificial Intelligence & Data Science,Second Year,Walking,16,75,6.9,2.7,8.0,No,No,Yes,No,Upper Middle Class,7.37,Medium,2,Yes,No
MU06260,24,Male,Artificial Intelligence & Data Science,Second Year,Local Train,114,44,3.4,2.8,4.8,No,Yes,Yes,Yes,Middle Class,4.58,Medium,2,Yes,No
MU06261,20,Male,Civil Engineering,First Year,Local Train,55,83,4.2,2.1,7.9,Yes,No,No,Yes,Upper Middle Class,5.59,Low,0,No,Yes
MU06262,20,Female,Information Technology,Second Year,Local Train,52,94,4.6,4.8,5.3,No,No,Yes,No,Middle Class,6.74,Low,0,No,Yes
MU06263,20,Male,Computer Engineering,Final Year,Two-Wheeler,47,73,4.9,4.7,5.2,No,No,Yes,No,Middle Class,6.82,Low,0,No,Yes
MU06264,24,Female,Electrical Engineering,Third Year,Bus,70,67,4.4,6.2,7.1,No,Yes,No,No,Upper Middle Class,5.64,High,4,Yes,No
MU06265,21,Female,Computer Engineering,Second Year,Local Train,115,83,2.0,4.5,5.6,Yes,No,Yes,No,Middle Class,4.06,Medium,2,Yes,No
MU06266,20,Male,Mechanical Engineering,Second Year,Bus,31,66,4.0,1.4,7.0,No,No,No,No,Middle Class,6.19,Low,0,No,Yes
MU06267,21,Other,Information Technology,Third Year,Auto/Cab,11,63,4.6,5.7,6.8,No,No,No,Yes,Middle Class,5.9,Low,0,No,Yes
MU06268,20,Male,Electronics & Telecom (EXTC),Second Year,Local Train,99,68,4.9,4.0,5.6,No,No,Yes,Yes,Middle Class,7.37,Low,0,No,Yes
MU06269,20,Male,Electronics & Telecom (EXTC),Third Year,Local Train,99,74,1.5,3.1,5.4,No,No,Yes,No,Wealthy,5.12,High,3,Yes,No
MU06270,19,Female,Artificial Intelligence & Data Science,Second Year,Local Train,146,72,4.2,2.1,5.9,No,No,No,No,Middle Class,5.3,High,3,Yes,No
MU06271,21,Male,Computer Engineering,Second Year,Auto/Cab,10,74,4.4,4.9,7.0,No,Yes,Yes,No,Lower Middle Class,6.44,Low,1,Yes,No
MU06272,23,Female,Civil Engineering,Third Year,Bus,102,45,1.9,1.4,9.4,No,Yes,Yes,Yes,Upper Middle Class,4.8,High,3,Yes,No
MU06273,21,Male,Electrical Engineering,Third Year,Local Train,105,61,4.0,6.2,4.8,No,No,Yes,Yes,Middle Class,4.93,Low,1,Yes,No
MU06274,22,Male,Artificial Intelligence & Data Science,First Year,Local Train,124,85,2.7,3.5,5.2,No,Yes,Yes,No,Middle Class,4.6,High,4,Yes,No
MU06275,24,Female,Electronics & Telecom (EXTC),Final Year,Auto/Cab,26,59,2.1,0.2,7.6,No,No,Yes,No,Upper Middle Class,5.43,Medium,2,Yes,No
MU06276,23,Female,Electronics & Telecom (EXTC),First Year,Bus,45,45,1.7,4.1,5.4,No,Yes,No,No,Upper Middle Class,4.66,High,7,Yes,No
MU06277,19,Male,Artificial Intelligence & Data Science,First Year,Local Train,73,99,2.6,3.9,6.4,No,No,Yes,No,Middle Class,6.8,Medium,1,Yes,No
MU06278,21,Male,Electronics & Telecom (EXTC),Third Year,Local Train,90,98,4.2,3.2,7.2,No,No,No,No,Lower Middle Class,6.28,Low,1,Yes,No
MU06279,19,Female,Electronics & Telecom (EXTC),Third Year,Walking,10,89,0.0,,7.7,No,No,Yes,No,Middle Class,5.03,High,4,Yes,No
MU06280,23,Male,Information Technology,First Year,Bus,27,69,1.2,5.1,6.1,No,No,Yes,No,Upper Middle Class,5.81,Low,1,Yes,No
MU06281,19,Female,Computer Engineering,Third Year,Local Train,71,77,2.3,1.5,5.2,No,No,Yes,No,Middle Class,5.75,Low,0,No,Yes
MU06282,19,Male,Information Technology,First Year,Bus,74,57,4.8,4.4,7.5,Yes,No,No,No,Upper Middle Class,3.42,High,4,Yes,No
MU06283,18,Female,Mechanical Engineering,Final Year,Local Train,70,63,2.9,4.8,7.7,No,No,No,Yes,Lower Middle Class,6.63,Medium,2,Yes,No
MU06284,21,Female,Mechanical Engineering,Third Year,Two-Wheeler,38,57,4.9,2.8,6.6,No,No,No,Yes,Wealthy,6.69,Low,1,Yes,No
MU06285,19,Male,Computer Engineering,First Year,Local Train,85,80,2.4,3.0,5.1,No,Yes,No,Yes,Middle Class,5.86,High,4,Yes,No
MU06286,18,Male,Electrical Engineering,First Year,Local Train,120,100,0.7,3.5,8.3,No,Yes,No,No,Middle Class,4.67,High,3,Yes,No
MU06287,18,Female,Electronics & Telecom (EXTC),Third Year,Local Train,102,67,0.9,,7.6,No,No,Yes,No,Middle Class,5.05,Low,1,Yes,No
MU06288,20,Male,Electronics & Telecom (EXTC),Third Year,Local Train,115,85,2.1,,6.3,Yes,Yes,No,No,Wealthy,5.01,Medium,2,Yes,No
MU06289,20,Female,Artificial Intelligence & Data Science,Final Year,Local Train,124,88,0.6,3.6,6.6,No,Yes,Yes,No,Middle Class,5.61,Low,1,Yes,No
MU06290,24,Male,Information Technology,Final Year,Local Train,60,75,3.1,5.2,8.7,No,No,Yes,No,Lower Middle Class,4.49,Low,1,Yes,No
MU06291,23,Male,Civil Engineering,Second Year,Local Train,27,80,5.9,2.5,7.9,No,No,Yes,No,Lower Middle Class,6.48,Low,0,No,Yes
MU06292,21,Male,Electronics & Telecom (EXTC),Final Year,Two-Wheeler,33,74,1.0,3.6,7.9,No,Yes,Yes,Yes,Middle Class,6.26,Low,2,Yes,No
MU06293,20,Female,Civil Engineering,Third Year,Two-Wheeler,56,85,4.2,2.1,8.9,No,Yes,No,No,Upper Middle Class,6.29,Low,0,No,Yes
MU06294,23,Male,Information Technology,Second Year,Local Train,110,47,5.2,2.4,7.7,No,No,Yes,No,Lower Middle Class,5.45,Medium,1,Yes,No
MU06295,21,Female,Information Technology,Third Year,Bus,52,74,2.4,2.3,4.9,No,No,No,Yes,Middle Class,5.64,High,3,Yes,No
MU06296,23,Female,Electronics & Telecom (EXTC),First Year,Bus,98,70,2.6,2.7,4.9,No,No,No,No,Lower Middle Class,4.43,Medium,2,Yes,No
MU06297,24,Male,Information Technology,Second Year,Local Train,113,68,1.1,3.7,6.2,Yes,No,Yes,No,Upper Middle Class,4.56,High,3,Yes,No
MU06298,24,Male,Computer Engineering,Final Year,Local Train,71,59,1.0,4.2,6.4,Yes,No,No,No,Middle Class,3.4,High,4,Yes,No
MU06299,18,Female,Electrical Engineering,Third Year,Bus,83,91,3.3,4.9,6.1,No,No,No,Yes,Upper Middle Class,6.16,Low,0,No,Yes
MU06300,18,Male,Electronics & Telecom (EXTC),Final Year,Local Train,42,73,6.4,1.6,6.9,No,Yes,No,No,Upper Middle Class,6.55,Low,1,Yes,No
MU06301,21,Female,Electrical Engineering,First Year,Bus,66,87,2.2,4.1,6.3,No,No,No,No,Upper Middle Class,5.45,Medium,3,Yes,No
MU06302,23,Male,Electronics & Telecom (EXTC),Second Year,Bus,49,73,3.9,1.3,5.5,No,Yes,Yes,No,Middle Class,5.18,Low,1,Yes,No
MU06303,23,Male,Electronics & Telecom (EXTC),Second Year,Local Train,87,87,1.6,0.0,4.4,No,No,Yes,Yes,Wealthy,5.94,Low,0,No,Yes
MU06304,20,Female,Artificial Intelligence & Data Science,Second Year,Bus,72,79,2.0,4.1,6.3,No,No,Yes,No,Middle Class,5.27,Low,1,Yes,No
MU06305,20,Male,Artificial Intelligence & Data Science,Final Year,Local Train,117,68,1.4,3.8,8.8,Yes,No,Yes,No,Middle Class,4.67,Low,1,Yes,No
MU06306,21,Male,Information Technology,Second Year,Local Train,93,89,1.9,5.0,8.0,No,Yes,Yes,No,Lower Middle Class,5.55,High,4,Yes,No
MU06307,22,Male,Artificial Intelligence & Data Science,Third Year,Bus,55,79,3.2,2.0,7.9,No,Yes,Yes,No,Lower Middle Class,6.19,Low,0,No,Yes
MU06308,20,Male,Information Technology,Third Year,Two-Wheeler,14,68,0.5,,7.2,No,Yes,Yes,No,Middle Class,5.12,Medium,3,Yes,No
MU06309,19,Male,Computer Engineering,Final Year,Local Train,43,44,2.8,4.1,6.0,No,No,No,Yes,Lower Middle Class,5.17,Medium,3,Yes,No
MU06310,20,Female,Electronics & Telecom (EXTC),Third Year,Local Train,12,79,0.0,3.0,7.4,No,No,Yes,Yes,Middle Class,6.84,Low,1,Yes,No
MU06311,22,Male,Artificial Intelligence & Data Science,Third Year,Two-Wheeler,42,100,2.3,3.1,6.5,No,No,No,No,Middle Class,6.56,Low,0,No,Yes
MU06312,23,Male,Artificial Intelligence & Data Science,Final Year,Two-Wheeler,53,82,1.1,4.0,6.8,No,No,Yes,No,Middle Class,5.9,Medium,2,Yes,No
MU06313,18,Female,Computer Engineering,First Year,Auto/Cab,10,74,5.1,5.0,7.3,No,No,Yes,Yes,Upper Middle Class,4.92,Low,0,No,Yes
MU06314,18,Male,Civil Engineering,Final Year,Local Train,121,58,3.3,5.5,7.1,No,No,Yes,No,Middle Class,3.91,Low,0,No,Yes
MU06315,23,Male,Electrical Engineering,Final Year,Local Train,131,45,2.7,4.6,6.1,No,No,Yes,No,Upper Middle Class,4.93,Medium,1,Yes,No
MU06316,18,Female,Information Technology,Second Year,Walking,21,84,0.9,2.2,5.7,No,No,Yes,No,Middle Class,5.17,Low,1,Yes,No
MU06317,20,Female,Mechanical Engineering,Third Year,Local Train,136,75,2.9,1.9,8.4,Yes,No,Yes,No,Wealthy,5.8,Medium,2,Yes,No
MU06318,24,Male,Electronics & Telecom (EXTC),Final Year,Local Train,88,53,2.6,7.7,6.1,No,No,No,No,Middle Class,3.45,High,3,Yes,No
MU06319,18,Female,Computer Engineering,Final Year,Local Train,52,65,3.4,2.8,9.2,No,Yes,No,No,Middle Class,5.35,High,4,Yes,No
MU06320,24,Male,Civil Engineering,First Year,Local Train,80,65,2.7,3.0,,No,No,Yes,Yes,Middle Class,6.76,Low,0,No,Yes
MU06321,22,Female,Information Technology,Third Year,Local Train,138,77,1.8,3.5,7.6,No,No,No,No,Wealthy,4.11,High,2,Yes,No
MU06322,24,Male,Information Technology,First Year,Local Train,71,70,3.0,1.2,6.1,No,No,Yes,No,Upper Middle Class,6.24,Low,0,No,Yes
MU06323,22,Male,Computer Engineering,First Year,Auto/Cab,24,86,0.8,2.1,6.0,No,No,Yes,No,Middle Class,6.03,Low,0,No,Yes
MU06324,20,Male,Civil Engineering,Final Year,Bus,70,98,0.0,4.3,3.8,No,No,No,Yes,Middle Class,6.02,High,3,Yes,No
MU06325,23,Male,Electronics & Telecom (EXTC),Final Year,Local Train,125,76,1.6,1.1,8.2,No,No,Yes,Yes,Upper Middle Class,7.63,Low,1,Yes,No
MU06326,19,Male,Information Technology,Third Year,Local Train,34,38,0.9,2.5,6.1,No,No,Yes,Yes,Middle Class,,Low,1,Yes,No
MU06327,20,Female,Mechanical Engineering,Third Year,Bus,87,81,4.7,1.7,6.8,No,No,Yes,Yes,Lower Middle Class,7.91,Low,0,No,Yes
MU06328,18,Male,Computer Engineering,Third Year,Two-Wheeler,25,81,4.9,2.5,6.3,No,No,Yes,No,Lower Middle Class,7.42,Low,0,No,Yes
MU06329,20,Male,Artificial Intelligence & Data Science,Final Year,Local Train,135,82,4.1,3.0,7.3,No,Yes,Yes,No,Middle Class,7.04,Low,1,Yes,No
MU06330,22,Male,Electronics & Telecom (EXTC),Second Year,Bus,52,92,2.8,4.8,6.1,Yes,No,No,No,Middle Class,5.94,High,4,Yes,No
MU06331,20,Male,Information Technology,First Year,Local Train,79,88,1.5,4.8,6.3,No,No,No,Yes,Middle Class,4.92,Low,1,Yes,No
MU06332,20,Female,Computer Engineering,Final Year,Bus,75,75,2.9,3.5,7.9,No,No,No,No,Upper Middle Class,5.92,Medium,2,Yes,No
MU06333,19,Male,Computer Engineering,Second Year,Local Train,129,40,1.5,3.2,7.3,No,No,No,Yes,Middle Class,4.84,High,7,Yes,No
MU06334,22,Male,Artificial Intelligence & Data Science,First Year,Local Train,75,79,1.8,1.3,7.5,No,No,Yes,Yes,Middle Class,6.57,Low,0,No,Yes
MU06335,21,Male,Electronics & Telecom (EXTC),Third Year,Bus,54,83,1.8,1.1,5.7,No,Yes,No,Yes,Lower Middle Class,5.89,Low,0,No,Yes
MU06336,21,Female,Civil Engineering,Third Year,Bus,47,96,4.2,3.9,8.5,No,Yes,No,No,Middle Class,5.63,Low,1,Yes,No
MU06337,22,Male,Computer Engineering,Second Year,Local Train,72,90,2.5,5.4,6.8,No,Yes,Yes,No,Lower Middle Class,5.41,High,4,Yes,No
MU06338,21,Male,Mechanical Engineering,Final Year,Local Train,104,90,0.0,3.8,4.6,No,Yes,No,No,Upper Middle Class,4.96,High,3,Yes,No
MU06339,18,Male,Artificial Intelligence & Data Science,Second Year,Local Train,87,59,1.7,3.6,7.5,No,No,Yes,Yes,Middle Class,5.14,Medium,2,Yes,No
MU06340,21,Male,Information Technology,First Year,Bus,85,72,2.8,6.5,5.4,No,Yes,Yes,No,Middle Class,5.55,High,4,Yes,No
MU06341,18,Male,Electronics & Telecom (EXTC),Second Year,Local Train,69,40,3.2,4.5,6.9,No,Yes,Yes,Yes,Lower Middle Class,5.87,Low,0,No,Yes
MU06342,22,Female,Artificial Intelligence & Data Science,First Year,Two-Wheeler,51,56,0.7,1.5,5.1,No,No,No,Yes,Middle Class,4.55,High,3,Yes,No
MU06343,21,Female,Civil Engineering,Third Year,Local Train,111,74,3.9,1.7,6.9,No,Yes,No,Yes,Upper Middle Class,5.63,Low,1,Yes,No
MU06344,21,Female,Computer Engineering,Second Year,Local Train,81,65,4.5,2.8,6.6,No,No,No,Yes,Middle Class,4.37,Low,1,Yes,No
MU06345,23,Male,Information Technology,Final Year,Local Train,82,67,3.6,,6.1,No,Yes,Yes,No,Middle Class,6.2,Low,0,No,Yes
MU06346,24,Male,Computer Engineering,Final Year,Local Train,104,92,3.1,2.5,9.5,Yes,Yes,Yes,Yes,Middle Class,6.57,Low,1,Yes,No
MU06347,18,Male,Artificial Intelligence & Data Science,Second Year,Local Train,69,29,3.8,3.5,5.5,No,No,Yes,Yes,Middle Class,6.74,High,3,Yes,No
MU06348,18,Other,Mechanical Engineering,First Year,Local Train,79,84,3.6,1.6,6.2,No,No,Yes,No,Lower Middle Class,6.29,Low,0,No,Yes
MU06349,20,Female,Artificial Intelligence & Data Science,Second Year,Local Train,50,95,1.5,3.4,5.4,No,Yes,Yes,Yes,Lower Middle Class,6.14,Low,0,No,Yes
MU06350,19,Female,Computer Engineering,Third Year,Two-Wheeler,26,75,4.4,3.8,7.5,No,Yes,Yes,Yes,Middle Class,6.84,Low,0,No,Yes
MU06351,21,Male,Information Technology,First Year,Local Train,58,73,4.6,6.9,,No,No,Yes,Yes,Upper Middle Class,7.29,Medium,1,Yes,No
MU06352,23,Male,Computer Engineering,Final Year,Local Train,61,84,0.4,3.2,7.4,No,No,Yes,No,Upper Middle Class,6.05,Medium,3,Yes,No
MU06353,19,Male,Information Technology,Second Year,Local Train,37,74,0.8,2.8,7.2,No,No,No,No,Lower Middle Class,5.26,Low,0,No,Yes
MU06354,24,Male,Computer Engineering,Final Year,Bus,26,63,3.3,6.3,7.4,No,Yes,Yes,No,Middle Class,,Low,1,Yes,No
MU06355,24,Female,Information Technology,Third Year,Local Train,116,91,3.5,1.2,6.3,No,No,Yes,No,Upper Middle Class,7.55,Low,0,No,Yes
MU06356,23,Female,Electrical Engineering,Final Year,Local Train,85,48,4.3,7.2,5.3,No,No,No,No,Middle Class,5.27,High,4,Yes,No
MU06357,19,Male,Computer Engineering,Third Year,Local Train,127,62,4.4,4.0,5.4,No,No,Yes,No,Middle Class,4.51,Low,0,No,Yes
MU06358,21,Male,Electronics & Telecom (EXTC),Third Year,Local Train,121,63,3.8,5.2,5.9,No,Yes,Yes,No,Upper Middle Class,5.62,Medium,3,Yes,No
MU06359,24,Female,Artificial Intelligence & Data Science,Third Year,Two-Wheeler,33,67,2.9,2.9,,No,No,No,No,Upper Middle Class,6.22,Low,1,Yes,No
MU06360,23,Female,Artificial Intelligence & Data Science,Final Year,Two-Wheeler,26,65,1.6,1.4,6.3,Yes,No,Yes,No,Upper Middle Class,5.23,Medium,3,Yes,No
MU06361,18,Male,Information Technology,Third Year,Auto/Cab,21,45,4.3,1.7,6.9,No,No,Yes,No,Middle Class,6.16,Medium,2,Yes,No
MU06362,20,Male,Artificial Intelligence & Data Science,Final Year,Local Train,76,83,4.0,4.2,8.0,Yes,No,No,No,Middle Class,5.09,Medium,1,Yes,No
MU06363,23,Male,Information Technology,First Year,Local Train,109,82,4.4,6.4,8.9,No,No,Yes,No,Wealthy,6.74,Low,0,No,Yes
MU06364,22,Male,Information Technology,Second Year,Local Train,30,63,1.1,1.8,7.4,Yes,No,No,Yes,Middle Class,5.45,Medium,2,Yes,No
MU06365,24,Male,Artificial Intelligence & Data Science,First Year,Local Train,100,80,4.7,3.8,6.3,No,No,No,Yes,Upper Middle Class,5.78,Low,1,Yes,No
MU06366,24,Female,Civil Engineering,Final Year,Bus,91,91,4.6,1.2,4.7,No,No,No,Yes,Middle Class,,Low,1,Yes,No
MU06367,21,Male,Artificial Intelligence & Data Science,First Year,Auto/Cab,16,68,,5.3,7.3,No,Yes,Yes,No,Upper Middle Class,4.8,Low,0,No,Yes
MU06368,21,Male,Electrical Engineering,Final Year,Local Train,108,83,3.3,4.0,7.1,No,Yes,Yes,No,Lower Middle Class,5.16,Low,1,Yes,No
MU06369,22,Male,Computer Engineering,Second Year,Local Train,53,66,3.7,1.0,6.8,No,No,No,No,Upper Middle Class,4.89,Low,1,Yes,No
MU06370,24,Female,Electronics & Telecom (EXTC),First Year,Local Train,71,80,4.4,3.9,5.9,No,No,Yes,No,Middle Class,7.14,Low,0,No,Yes
MU06371,19,Female,Information Technology,Second Year,Two-Wheeler,26,100,2.7,4.2,7.0,No,No,No,No,Upper Middle Class,6.54,Low,0,No,Yes
MU06372,20,Male,Electronics & Telecom (EXTC),Second Year,Bus,90,82,2.6,5.2,7.1,No,No,Yes,No,Upper Middle Class,6.4,Low,0,No,Yes
MU06373,19,Female,Computer Engineering,Third Year,Auto/Cab,39,65,3.0,,6.0,No,No,No,No,Middle Class,5.12,Low,1,Yes,No
MU06374,22,Female,Information Technology,Second Year,Bus,50,70,1.6,0.0,4.6,No,No,Yes,No,Lower Middle Class,5.04,High,4,Yes,No
MU06375,22,Male,Artificial Intelligence & Data Science,Second Year,Bus,86,61,3.0,0.2,6.6,Yes,No,Yes,No,Middle Class,6.05,Medium,2,Yes,No
MU06376,20,Male,Artificial Intelligence & Data Science,Final Year,Local Train,107,70,3.8,4.2,7.8,No,No,Yes,No,Upper Middle Class,4.01,Medium,1,Yes,No
MU06377,22,Female,Mechanical Engineering,Second Year,Auto/Cab,16,61,4.0,0.7,6.3,No,No,No,Yes,Upper Middle Class,5.88,Low,1,Yes,No
MU06378,22,Female,Electronics & Telecom (EXTC),Second Year,Bus,91,69,2.6,8.0,6.5,No,No,Yes,No,Middle Class,5.39,Medium,2,Yes,No
MU06379,24,Female,Civil Engineering,Final Year,Local Train,72,42,4.0,3.8,6.9,No,No,Yes,No,Middle Class,3.72,Low,0,No,Yes
MU06380,23,Female,Mechanical Engineering,First Year,Local Train,70,63,3.3,4.3,7.9,No,Yes,Yes,No,Upper Middle Class,5.9,Medium,2,Yes,No
MU06381,24,Female,Artificial Intelligence & Data Science,Second Year,Local Train,59,68,3.0,2.7,,No,No,No,No,Middle Class,5.17,Medium,2,Yes,No
MU06382,20,Male,Computer Engineering,Second Year,Local Train,116,93,5.9,3.8,6.0,No,Yes,No,No,Lower Middle Class,6.55,Low,0,No,Yes
MU06383,21,Male,Information Technology,Second Year,Local Train,61,83,3.4,7.3,4.7,No,Yes,Yes,Yes,Middle Class,5.69,Medium,2,Yes,No
MU06384,19,Male,Artificial Intelligence & Data Science,First Year,Auto/Cab,18,70,2.8,3.1,5.9,No,Yes,Yes,No,Middle Class,4.53,Low,1,Yes,No
MU06385,21,Male,Artificial Intelligence & Data Science,First Year,Two-Wheeler,34,51,3.2,4.4,4.3,No,Yes,No,No,Middle Class,5.61,Low,1,Yes,No
MU06386,21,Female,Electronics & Telecom (EXTC),Second Year,Two-Wheeler,32,69,3.0,4.7,5.9,No,No,Yes,No,Middle Class,5.11,Medium,2,Yes,No
MU06387,23,Male,Computer Engineering,First Year,Bus,55,64,2.7,,8.1,No,Yes,No,No,Middle Class,5.44,Low,2,Yes,No
MU06388,19,Female,Electrical Engineering,Second Year,Local Train,77,59,4.1,3.7,6.2,No,No,No,No,Lower Middle Class,6.01,Medium,2,Yes,No
MU06389,21,Male,Electronics & Telecom (EXTC),First Year,Local Train,137,81,3.1,4.0,6.8,No,Yes,No,Yes,Middle Class,6.36,Low,0,No,Yes
MU06390,20,Male,Civil Engineering,Second Year,Local Train,103,61,4.6,5.5,5.4,Yes,No,Yes,No,Upper Middle Class,4.2,Medium,1,Yes,No
MU06391,19,Male,Electronics & Telecom (EXTC),First Year,Walking,20,66,2.8,2.8,7.2,No,No,Yes,No,Middle Class,7.04,Low,1,Yes,No
MU06392,18,Male,Computer Engineering,Third Year,Local Train,77,49,5.5,1.0,6.5,No,No,No,No,Upper Middle Class,4.84,Low,1,Yes,No
MU06393,23,Female,Computer Engineering,Final Year,Bus,34,71,3.0,5.6,6.1,Yes,Yes,No,No,Upper Middle Class,5.58,High,4,Yes,No
MU06394,21,Female,Electronics & Telecom (EXTC),Third Year,Bus,47,83,3.1,3.7,8.1,No,No,No,No,Middle Class,6.21,Low,1,Yes,No
MU06395,22,Other,Computer Engineering,Final Year,Local Train,89,60,2.2,4.6,6.0,Yes,No,Yes,Yes,Middle Class,5.94,Low,0,No,Yes
MU06396,19,Male,Computer Engineering,Third Year,Auto/Cab,19,86,3.5,4.5,8.1,No,Yes,Yes,No,Upper Middle Class,7.22,Low,0,No,Yes
MU06397,18,Male,Information Technology,Third Year,Local Train,94,84,6.0,6.3,,Yes,Yes,No,Yes,Middle Class,4.7,Medium,1,Yes,No
MU06398,22,Male,Information Technology,First Year,Two-Wheeler,61,64,3.1,4.0,7.7,No,Yes,Yes,No,Upper Middle Class,5.4,Medium,3,Yes,No
MU06399,18,Male,Information Technology,Second Year,Bus,51,89,4.2,5.2,8.1,Yes,Yes,No,No,Wealthy,5.68,Low,0,No,Yes
MU06400,21,Female,Computer Engineering,Second Year,Auto/Cab,34,87,2.7,4.3,4.6,Yes,Yes,No,No,Upper Middle Class,5.08,Medium,2,Yes,No
MU06401,22,Female,Artificial Intelligence & Data Science,First Year,Walking,17,79,0.0,3.5,3.8,No,No,No,No,Middle Class,4.1,Medium,4,Yes,No
MU06402,21,Female,Computer Engineering,Final Year,Local Train,95,100,5.5,6.3,7.6,No,No,No,Yes,Middle Class,7.2,Low,0,No,Yes
MU06403,22,Male,Information Technology,Final Year,Local Train,87,84,3.8,5.4,6.5,Yes,No,Yes,No,Middle Class,5.16,Low,1,Yes,No
MU06404,19,Female,Information Technology,First Year,Two-Wheeler,59,87,6.9,2.4,7.4,No,Yes,Yes,No,Upper Middle Class,7.09,Low,0,No,Yes
MU06405,24,Male,Artificial Intelligence & Data Science,Third Year,Local Train,64,69,3.2,3.9,5.8,Yes,No,Yes,No,Middle Class,4.47,High,4,Yes,No
MU06406,20,Female,Information Technology,Second Year,Local Train,113,57,2.7,3.6,8.4,Yes,No,Yes,No,Middle Class,4.82,Low,1,Yes,No
MU06407,24,Male,Computer Engineering,Third Year,Bus,94,60,3.0,3.4,7.6,No,No,No,No,Lower Middle Class,4.45,Low,0,No,Yes
MU06408,20,Male,Computer Engineering,Third Year,Bus,57,69,4.1,4.3,7.3,No,No,Yes,Yes,Middle Class,6.4,Low,0,No,Yes
MU06409,24,Male,Civil Engineering,First Year,Bus,10,83,,4.0,5.9,Yes,No,No,No,Middle Class,6.14,Low,0,No,Yes
MU06410,18,Female,Civil Engineering,Third Year,Bus,37,67,2.3,1.4,6.6,Yes,Yes,No,Yes,Middle Class,5.43,Low,1,Yes,No
MU06411,23,Male,Information Technology,Third Year,Bus,51,83,1.9,3.0,7.6,No,Yes,No,No,Upper Middle Class,6.22,Low,1,Yes,No
MU06412,22,Male,Computer Engineering,Third Year,Bus,67,43,3.1,3.1,6.5,No,No,No,Yes,Middle Class,6.11,Medium,2,Yes,No
MU06413,21,Female,Information Technology,Second Year,Auto/Cab,33,56,4.4,2.6,6.7,No,Yes,Yes,No,Lower Middle Class,6.33,Low,0,No,Yes
MU06414,23,Male,Electronics & Telecom (EXTC),Final Year,Local Train,86,61,3.5,1.9,5.5,No,No,Yes,No,Lower Middle Class,6.04,Low,1,Yes,No
MU06415,19,Male,Civil Engineering,Final Year,Local Train,76,57,3.3,2.9,6.5,No,No,Yes,No,Middle Class,6.41,Medium,1,Yes,No
MU06416,19,Male,Computer Engineering,Third Year,Local Train,109,79,2.8,3.1,5.9,Yes,No,No,No,Middle Class,5.53,High,3,Yes,No
MU06417,19,Male,Electronics & Telecom (EXTC),First Year,Walking,18,68,1.5,3.4,5.4,No,No,Yes,Yes,Wealthy,6.32,High,4,Yes,No
MU06418,20,Female,Information Technology,Second Year,Local Train,90,58,3.7,2.6,,Yes,No,Yes,No,Middle Class,4.61,Low,1,Yes,No
MU06419,21,Female,Mechanical Engineering,Third Year,Bus,50,79,2.1,3.5,7.3,No,No,Yes,No,Wealthy,5.74,Medium,3,Yes,No
MU06420,19,Male,Mechanical Engineering,First Year,Local Train,139,95,3.3,0.4,5.7,No,Yes,Yes,No,Middle Class,5.71,Low,1,Yes,No
MU06421,19,Other,Artificial Intelligence & Data Science,Second Year,Walking,21,80,4.9,2.8,7.8,No,No,No,No,Upper Middle Class,6.16,Low,1,Yes,No
MU06422,24,Male,Information Technology,First Year,Walking,31,61,2.7,5.6,4.6,No,No,Yes,Yes,Middle Class,6.26,Medium,2,Yes,No
MU06423,18,Male,Electronics & Telecom (EXTC),Second Year,Two-Wheeler,45,74,1.6,3.4,4.6,No,No,Yes,No,Middle Class,5.97,Low,0,No,Yes
MU06424,22,Male,Information Technology,First Year,Local Train,123,59,3.9,3.0,6.1,No,Yes,Yes,No,Upper Middle Class,4.46,Low,1,Yes,No
MU06425,22,Male,Information Technology,First Year,Local Train,115,82,3.9,3.5,8.1,Yes,No,Yes,Yes,Upper Middle Class,5.7,Low,0,No,Yes
MU06426,22,Male,Computer Engineering,Second Year,Local Train,115,73,1.7,6.6,7.6,No,Yes,Yes,No,Upper Middle Class,4.51,Medium,2,Yes,No
MU06427,23,Female,Information Technology,Final Year,Local Train,103,89,1.7,5.4,5.0,Yes,No,No,Yes,Middle Class,4.58,High,3,Yes,No
MU06428,24,Female,Computer Engineering,Second Year,Local Train,44,71,3.6,3.7,6.6,No,No,Yes,No,Upper Middle Class,4.99,Low,0,No,Yes
